host_response_time,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_score_mean,review_tier
within an hour,True,True,Recoletos,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,136.0,1,1125,6.5,1125.0,3,3,3,57,24,3,4.23,4.33,4.72,4.74,4.86,4.18,4.510000000000001,Alta (4.5–4.8]
within an hour,True,True,Justicia,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,93.0,1,365,3.9,365.0,5,11,20,44,2,1,4.82,4.75,4.86,4.84,4.98,4.57,4.803333333333334,Excelente (>4.8)
within an hour,True,True,Palacio,Entire serviced apartment,Entire home/apt,8,2.0,3.0,6.0,236.0,1,1125,1.0,373.4,1,10,26,295,80,2,4.83,4.85,4.83,4.81,4.97,4.76,4.841666666666666,Excelente (>4.8)
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,5,2.0,3.0,3.0,266.0,2,20,2.1,1125.0,2,11,33,160,31,3,4.92,4.91,4.94,4.98,4.96,4.84,4.925,Excelente (>4.8)
within an hour,True,True,Pinar del Rey,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,56.0,3,365,20.8,1125.0,0,0,0,52,2,0,4.73,4.35,4.81,4.83,4.63,4.35,4.616666666666666,Alta (4.5–4.8]
within an hour,True,True,Recoletos,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,238.0,31,365,31.0,1125.0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,4.0,4.833333333333333,Excelente (>4.8)
within an hour,True,True,Numancia,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,60.0,2,60,2.0,1125.0,1,4,13,179,61,1,4.93,4.94,4.96,4.97,4.46,4.79,4.841666666666667,Excelente (>4.8)
within a day,True,True,Guindalera,Private room in rental unit,Private room,1,1.0,1.0,1.0,54.0,3,60,4.4,1125.0,0,0,12,34,7,0,4.97,4.91,4.91,4.97,4.82,4.82,4.8999999999999995,Excelente (>4.8)
within an hour,True,True,Valdeacederas,Private room in rental unit,Private room,2,1.0,1.0,2.0,32.0,1,1125,2.4,1125.0,7,18,38,419,119,7,4.91,4.88,4.88,4.93,4.67,4.84,4.851666666666666,Excelente (>4.8)
within a day,True,True,Cortes,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,277.0,30,1125,46.5,1125.0,9,36,66,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,0.0,2.0,116.0,1,365,3.9,365.0,6,20,35,102,15,2,4.73,4.73,4.69,4.76,4.93,4.6,4.740000000000001,Alta (4.5–4.8]
within a few hours,True,True,Bellas Vistas,Private room in rental unit,Private room,2,1.0,1.0,1.0,65.0,1,365,1.0,365.0,5,30,54,27,27,2,4.89,4.59,4.7,4.81,4.59,4.56,4.6899999999999995,Alta (4.5–4.8]
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,65.0,1,365,1.0,1125.0,0,1,7,401,102,4,4.8,4.86,4.83,4.76,4.96,4.78,4.831666666666667,Excelente (>4.8)
within an hour,True,True,Palos de Moguer,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,80.0,1,365,3.9,365.0,3,9,22,54,19,0,4.57,4.74,4.74,4.83,4.81,4.37,4.676666666666667,Alta (4.5–4.8]
within an hour,True,True,Gaztambide,Entire rental unit,Entire home/apt,12,2.0,4.0,10.0,328.0,1,1125,1.8,1125.0,5,12,23,109,26,2,4.87,4.87,4.96,4.96,4.91,4.75,4.886666666666667,Excelente (>4.8)
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,16,3.0,5.0,13.0,379.0,1,1125,1.8,1125.0,3,15,27,140,42,4,4.71,4.68,4.83,4.88,4.92,4.69,4.785000000000001,Alta (4.5–4.8]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,116.0,1,1125,1.9,1125.0,6,15,31,72,24,2,4.8,4.69,4.83,4.94,4.92,4.66,4.806666666666667,Excelente (>4.8)
within an hour,True,True,Universidad,Entire vacation home,Entire home/apt,2,1.0,1.0,1.0,90.0,2,365,2.0,365.0,0,6,20,159,61,3,4.94,4.93,4.92,4.96,4.97,4.75,4.911666666666666,Excelente (>4.8)
within a few hours,True,True,Fuente del Berro,Entire rental unit,Entire home/apt,3,2.0,2.0,4.0,100.0,30,365,29.6,365.0,17,17,18,49,17,0,4.8,4.65,4.9,4.84,4.82,4.71,4.786666666666666,Alta (4.5–4.8]
within a day,True,True,Fontarrón,Entire rental unit,Entire home/apt,5,1.0,3.0,4.0,132.0,20,730,20.0,1125.0,0,0,9,48,4,0,4.9,4.88,5.0,5.0,4.67,4.63,4.846666666666667,Excelente (>4.8)
within a few hours,True,True,Niño Jesús,Entire condo,Entire home/apt,2,1.0,1.0,1.0,46.0,1,365,1.0,365.0,0,0,0,25,7,3,4.08,4.04,4.92,4.92,4.76,4.44,4.526666666666666,Alta (4.5–4.8]
within an hour,True,True,San Diego,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,166.0,1,45,2.8,45.0,5,18,43,31,9,1,4.77,4.84,4.74,4.61,4.26,4.71,4.655,Alta (4.5–4.8]
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,116.0,3,365,3.0,365.0,1,20,46,61,20,0,4.41,4.41,4.54,4.34,4.85,4.36,4.484999999999999,Media (4.0–4.5]
within an hour,True,True,Universidad,Private room in rental unit,Private room,2,1.0,1.0,1.0,55.0,3,365,3.0,365.0,0,0,0,42,2,0,4.93,4.93,4.83,4.95,5.0,4.88,4.92,Excelente (>4.8)
within a day,True,True,Puerta Bonita,Private room in casa particular,Private room,1,1.0,1.0,1.0,27.0,1,8,1.0,8.0,11,39,60,91,17,0,4.87,4.84,4.82,4.74,4.55,4.71,4.755000000000001,Alta (4.5–4.8]
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,227.0,31,330,31.0,330.0,0,15,45,2,1,0,5.0,5.0,4.5,4.5,5.0,4.5,4.75,Alta (4.5–4.8]
within an hour,True,True,Hispanoamérica,Entire condo,Entire home/apt,4,1.5,1.0,3.0,172.0,3,300,3.0,1125.0,6,20,20,110,54,5,4.9,4.8,4.94,4.96,4.92,4.81,4.888333333333334,Excelente (>4.8)
within an hour,True,True,Guindalera,Entire rental unit,Entire home/apt,4,1.0,2.0,4.0,97.0,2,30,2.1,1125.0,1,12,23,206,50,3,4.77,4.67,4.82,4.92,4.75,4.75,4.78,Alta (4.5–4.8]
within an hour,True,True,Puerta Bonita,Entire rental unit,Entire home/apt,4,1.0,3.0,3.0,85.0,1,365,1.0,1125.0,3,18,41,119,52,2,4.53,4.55,4.39,4.64,4.12,4.34,4.428333333333334,Media (4.0–4.5]
within an hour,True,True,Justicia,Entire rental unit,Entire home/apt,8,3.0,4.0,1.0,236.0,20,365,15.7,365.0,0,17,47,18,7,0,4.33,4.17,4.72,4.22,4.89,4.28,4.435,Media (4.0–4.5]
within an hour,True,True,Justicia,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,155.0,3,1125,3.0,1125.0,1,7,29,47,1,0,4.34,4.36,4.6,4.43,4.81,4.38,4.4866666666666655,Media (4.0–4.5]
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,195.0,2,1125,1.1,365.0,4,17,17,86,4,1,4.72,4.83,4.86,4.72,4.86,4.64,4.7716666666666665,Alta (4.5–4.8]
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,63.0,1,365,1.0,1125.0,0,1,1,394,82,4,4.73,4.82,4.75,4.72,4.92,4.73,4.778333333333333,Alta (4.5–4.8]
within a day,True,True,Gaztambide,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,274.0,30,1125,38.2,1125.0,0,0,0,1,0,0,4.0,3.0,2.0,2.0,5.0,3.0,3.1666666666666665,Baja (≤4.0)
within an hour,True,True,Trafalgar,Private room in rental unit,Private room,2,1.0,1.0,1.0,69.0,4,45,4.0,1125.0,10,40,70,106,54,5,4.86,4.81,4.9,4.98,4.94,4.78,4.878333333333334,Excelente (>4.8)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,130.0,1,365,1.0,365.0,0,2,11,396,114,3,4.8,4.81,4.79,4.73,4.93,4.73,4.798333333333333,Alta (4.5–4.8]
within an hour,True,False,Universidad,Entire condo,Entire home/apt,6,2.0,2.0,3.0,111.0,2,30,2.1,1125.0,2,9,23,129,29,2,4.87,4.97,4.95,4.95,4.88,4.8,4.903333333333333,Excelente (>4.8)
within an hour,True,True,San Diego,Private room in guest suite,Private room,2,1.0,1.0,0.0,100.0,30,365,3.0,1125.0,27,57,87,9,0,0,4.44,4.33,4.56,4.56,4.22,4.11,4.369999999999999,Media (4.0–4.5]
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,5,2.0,3.0,3.0,241.0,3,365,3.0,1125.0,0,5,5,25,6,0,4.88,4.96,5.0,4.92,5.0,4.76,4.919999999999999,Excelente (>4.8)
within an hour,True,True,Palacio,Private room in rental unit,Private room,2,1.5,1.0,1.0,61.0,1,365,1.0,1125.0,0,3,11,480,118,3,4.84,4.88,4.84,4.75,4.94,4.82,4.845,Excelente (>4.8)
within an hour,True,True,Palacio,Private room in rental unit,Private room,2,1.5,1.0,1.0,53.0,1,365,1.0,1125.0,0,4,14,443,116,5,4.87,4.89,4.8,4.78,4.95,4.85,4.8566666666666665,Excelente (>4.8)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,8,1.5,3.0,5.0,160.0,1,365,1.0,365.0,2,4,10,377,95,6,4.81,4.82,4.81,4.72,4.97,4.78,4.8183333333333325,Excelente (>4.8)
within an hour,True,True,Palacio,Private room in rental unit,Private room,2,1.0,1.0,1.0,53.0,1,365,1.0,1125.0,0,1,4,452,117,5,4.89,4.88,4.8,4.8,4.95,4.86,4.863333333333333,Excelente (>4.8)
within an hour,True,True,Cármenes,Private room in rental unit,Private room,1,1.0,1.0,1.0,23.0,1,365,1.0,365.0,3,23,32,82,34,1,4.72,4.67,4.67,4.67,4.51,4.63,4.6450000000000005,Alta (4.5–4.8]
within an hour,False,True,Prosperidad,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,135.0,2,365,2.0,365.0,7,22,52,53,25,1,4.83,4.89,4.89,4.85,4.75,4.66,4.8116666666666665,Excelente (>4.8)
within an hour,True,True,Ibiza,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,164.0,5,365,5.0,365.0,3,14,34,35,12,0,4.94,5.0,4.83,4.66,4.91,4.86,4.866666666666666,Excelente (>4.8)
within an hour,True,True,Almenara,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,138.0,2,1125,1.9,1125.0,21,51,80,46,11,0,4.52,4.52,4.72,4.72,4.43,4.13,4.506666666666666,Alta (4.5–4.8]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,76.0,1,1125,2.7,227.3,18,37,48,32,3,0,4.56,4.38,4.5,4.56,4.66,4.34,4.5,Media (4.0–4.5]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,90.0,1,1125,2.2,470.2,2,13,35,5,0,0,4.4,4.4,3.6,4.2,4.8,4.6,4.333333333333333,Media (4.0–4.5]
within an hour,True,True,Palacio,Private room in condo,Private room,2,2.0,1.0,1.0,104.0,1,15,3.4,15.0,3,6,6,134,18,0,4.78,4.65,4.69,4.54,4.81,4.6,4.678333333333334,Alta (4.5–4.8]
within an hour,True,True,Palacio,Private room in condo,Private room,2,2.0,1.0,1.0,104.0,1,15,3.4,15.0,3,6,6,134,17,0,4.79,4.75,4.65,4.63,4.87,4.68,4.7283333333333335,Alta (4.5–4.8]
within an hour,True,True,Palacio,Private room in condo,Private room,2,2.0,1.0,1.0,120.0,1,15,3.4,15.0,3,6,6,134,11,0,4.75,4.65,4.69,4.62,4.77,4.65,4.6883333333333335,Alta (4.5–4.8]
within an hour,True,True,Palacio,Private room in condo,Private room,2,2.0,1.0,1.0,104.0,1,15,3.4,15.0,3,6,6,150,18,0,4.71,4.66,4.66,4.53,4.77,4.56,4.648333333333333,Alta (4.5–4.8]
within a few hours,True,True,Vista Alegre,Entire loft,Entire home/apt,4,1.0,1.0,2.0,90.0,3,200,18.2,200.0,25,55,62,45,7,0,4.87,4.89,4.78,4.89,4.53,4.6,4.760000000000001,Alta (4.5–4.8]
within an hour,True,True,Arapiles,Private room in casa particular,Private room,1,1.0,1.0,1.0,53.0,9,100,9.0,100.0,1,10,27,38,12,1,4.79,4.68,4.76,4.92,4.95,4.63,4.788333333333333,Alta (4.5–4.8]
within an hour,True,True,Chopera,Entire condo,Entire home/apt,2,1.0,1.0,1.0,175.0,2,60,2.1,1125.0,9,39,69,90,29,1,4.87,4.92,4.97,4.99,4.78,4.77,4.883333333333334,Excelente (>4.8)
within an hour,True,True,Puerta del Angel,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,80.0,1,365,50.1,999.0,15,45,75,9,0,0,4.33,4.33,4.44,4.0,4.22,4.11,4.238333333333333,Media (4.0–4.5]
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,112.0,3,365,3.0,365.0,5,22,44,52,11,1,4.4,4.46,4.62,4.38,4.85,4.37,4.513333333333334,Alta (4.5–4.8]
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,105.0,3,60,3.0,60.0,16,46,76,181,37,1,4.75,4.85,4.94,4.96,4.94,4.67,4.851666666666667,Excelente (>4.8)
within an hour,True,False,Gaztambide,Private room in rental unit,Private room,1,1.0,1.0,1.0,39.0,1,1125,1.9,99.3,12,42,72,34,2,0,4.41,4.41,4.5,4.56,4.56,4.21,4.441666666666666,Media (4.0–4.5]
within an hour,True,True,Valdeacederas,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,96.0,7,336,7.4,999.0,4,18,40,57,11,1,4.37,4.63,4.54,4.47,4.42,4.23,4.443333333333333,Media (4.0–4.5]
within an hour,True,True,Cuatro Caminos,Entire rental unit,Entire home/apt,2,1.0,1.0,3.0,110.0,7,336,7.3,999.0,7,16,30,3,2,1,4.67,4.67,5.0,5.0,5.0,4.67,4.835,Excelente (>4.8)
within an hour,True,True,Universidad,Entire loft,Entire home/apt,3,1.0,1.0,1.0,126.0,3,120,3.0,120.0,7,23,53,26,7,0,4.96,5.0,4.96,5.0,4.96,4.92,4.966666666666668,Excelente (>4.8)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,105.0,1,1125,2.7,196.3,11,31,61,23,0,0,4.48,4.09,4.22,4.43,4.96,4.26,4.406666666666666,Media (4.0–4.5]
within an hour,True,True,Pacífico,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,116.0,1,365,3.9,365.0,3,12,26,159,51,2,4.91,4.96,4.87,4.91,4.93,4.79,4.8950000000000005,Excelente (>4.8)
within an hour,True,True,Castellana,Entire condo,Entire home/apt,4,1.0,1.0,2.0,122.0,1,1125,1.3,1125.0,4,21,47,200,58,3,4.7,4.71,4.79,4.75,4.9,4.55,4.733333333333333,Alta (4.5–4.8]
within an hour,True,True,Castellana,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,149.0,1,365,1.3,365.0,4,34,64,152,60,2,4.65,4.55,4.82,4.85,4.84,4.51,4.703333333333333,Alta (4.5–4.8]
within an hour,True,True,Gaztambide,Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,99.0,30,365,18.1,365.0,2,2,18,119,41,0,4.75,4.88,4.95,4.9,4.75,4.71,4.823333333333333,Excelente (>4.8)
within an hour,True,True,Moscardó,Private room in rental unit,Private room,2,1.0,1.0,1.0,35.0,2,21,2.0,1125.0,14,41,68,137,36,0,4.76,4.71,4.8,4.71,4.74,4.69,4.735,Alta (4.5–4.8]
within a few hours,True,True,Buenavista,Entire rental unit,Entire home/apt,3,1.0,3.0,3.0,58.0,32,330,32.0,330.0,7,7,9,5,1,0,4.8,4.6,5.0,5.0,4.8,4.8,4.833333333333333,Excelente (>4.8)
within an hour,True,True,Embajadores,Entire loft,Entire home/apt,2,1.0,0.0,1.0,99.0,2,365,2.0,365.0,1,3,19,220,55,0,4.87,4.87,4.93,4.86,4.81,4.65,4.831666666666667,Excelente (>4.8)
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,90.0,30,365,27.5,356.4,3,13,43,59,26,3,4.51,4.53,4.54,4.8,4.85,4.2,4.571666666666666,Alta (4.5–4.8]
within an hour,True,True,Campamento,Private room in condo,Private room,2,1.0,1.0,0.0,41.0,2,365,2.0,365.0,5,5,5,35,8,0,4.94,4.97,4.89,4.94,4.77,4.91,4.903333333333333,Excelente (>4.8)
within a few hours,True,True,Valdezarza,Private room in home,Private room,1,1.0,2.0,1.0,40.0,2,1125,2.0,1125.0,0,24,49,82,31,0,4.94,4.98,4.91,4.84,4.82,4.93,4.903333333333333,Excelente (>4.8)
within an hour,True,True,Gaztambide,Entire loft,Entire home/apt,5,2.0,2.0,3.0,93.0,30,365,18.6,365.0,2,5,27,107,28,0,4.73,4.83,4.94,4.9,4.81,4.65,4.81,Excelente (>4.8)
within an hour,True,False,Arapiles,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,249.0,1,1125,2.0,1125.0,4,21,49,30,7,0,4.83,4.93,4.67,4.8,4.9,4.6,4.788333333333334,Alta (4.5–4.8]
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,108.0,2,365,2.0,365.0,1,4,23,239,56,3,4.89,4.81,4.89,4.9,4.53,4.71,4.788333333333334,Alta (4.5–4.8]
within an hour,True,True,Cortes,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,111.0,1,365,3.9,1125.0,2,15,37,138,42,4,4.59,4.68,4.75,4.84,4.92,4.55,4.721666666666667,Alta (4.5–4.8]
within an hour,True,True,Cortes,Private room in hostel,Private room,2,1.0,1.0,1.0,120.0,2,364,3.4,1125.0,5,30,60,39,6,1,4.82,4.87,4.85,4.92,4.97,4.51,4.823333333333333,Excelente (>4.8)
within an hour,True,True,Cortes,Private room in hostel,Private room,2,1.0,1.0,1.0,120.0,2,364,3.4,1125.0,5,27,57,61,18,5,4.77,4.87,4.75,4.69,4.89,4.59,4.760000000000001,Alta (4.5–4.8]
within an hour,True,True,Jerónimos,Private room in hostel,Private room,2,1.0,1.0,1.0,117.0,2,364,3.4,1125.0,9,17,17,39,13,1,4.56,4.77,4.74,4.69,4.87,4.51,4.69,Alta (4.5–4.8]
within an hour,True,True,Cortes,Private room in hostel,Private room,3,1.0,1.0,2.0,145.0,2,364,3.4,1125.0,4,31,58,22,6,0,4.73,4.68,4.86,4.91,4.91,4.41,4.75,Alta (4.5–4.8]
within an hour,True,True,Zofío,Entire loft,Entire home/apt,4,2.0,1.0,2.0,128.0,3,1125,2.0,1125.0,1,1,1,92,31,0,4.8,4.78,4.87,4.89,4.36,4.62,4.72,Alta (4.5–4.8]
within a few hours,True,True,Orcasur,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,91.0,4,365,4.0,365.0,14,44,74,9,2,0,4.89,4.67,4.89,4.78,4.78,4.33,4.723333333333334,Alta (4.5–4.8]
within a day,True,True,Gaztambide,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,178.0,30,1125,34.6,1125.0,0,0,0,3,0,0,4.67,3.67,5.0,4.33,4.67,4.33,4.445,Media (4.0–4.5]
within an hour,True,True,El Viso,Entire rental unit,Entire home/apt,4,2.0,3.0,3.0,227.0,1,365,1.3,365.0,2,6,6,27,3,0,4.96,4.93,4.96,4.96,4.81,4.78,4.9,Excelente (>4.8)
within an hour,True,True,Almagro,Private room in rental unit,Private room,2,1.0,1.0,1.0,54.0,4,100,4.0,1125.0,5,22,52,53,48,7,4.94,4.9,4.9,4.98,4.9,4.94,4.926666666666667,Excelente (>4.8)
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,107.0,1,60,2.6,557.1,0,2,7,468,132,9,4.95,4.96,4.93,4.96,4.99,4.88,4.944999999999999,Excelente (>4.8)
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,110.0,30,730,26.7,730.0,6,16,16,99,29,0,4.64,4.69,4.74,4.82,4.71,4.34,4.656666666666667,Alta (4.5–4.8]
within a few hours,True,True,Cortes,Private room in casa particular,Private room,2,1.0,1.0,1.0,77.0,3,365,3.0,365.0,0,0,0,43,1,0,4.93,4.95,4.91,4.93,4.98,4.86,4.926666666666667,Excelente (>4.8)
within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,123.0,3,365,3.0,365.0,6,15,34,62,16,1,4.56,4.6,4.61,4.48,4.85,4.55,4.608333333333333,Alta (4.5–4.8]
within an hour,True,True,Guindalera,Entire loft,Entire home/apt,4,1.0,1.0,4.0,138.0,2,30,2.0,1125.0,13,31,51,17,2,0,4.94,5.0,4.88,5.0,4.76,4.82,4.8999999999999995,Excelente (>4.8)
within an hour,True,True,Acacias,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,99.0,2,70,2.0,70.0,2,4,14,154,49,2,4.81,4.75,4.86,4.87,4.8,4.67,4.793333333333333,Alta (4.5–4.8]
within an hour,True,True,Goya,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,164.0,2,360,2.0,1125.0,1,12,42,122,24,0,4.69,4.84,4.61,4.7,4.87,4.57,4.713333333333334,Alta (4.5–4.8]
within an hour,True,True,Argüelles,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,112.0,1,365,6.0,99.0,9,32,62,59,4,0,4.83,4.81,4.63,4.71,4.86,4.56,4.733333333333333,Alta (4.5–4.8]
within a few hours,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,70.0,3,365,3.0,365.0,2,6,13,178,63,4,4.66,4.6,4.83,4.75,4.92,4.56,4.72,Alta (4.5–4.8]
a few days or more,True,True,Acacias,Private room in rental unit,Private room,2,1.0,1.0,1.0,66.0,1,365,1.0,365.0,3,24,54,7,7,0,5.0,4.86,5.0,5.0,5.0,4.86,4.953333333333333,Excelente (>4.8)
within an hour,True,True,Orcasitas,Private room in rental unit,Private room,2,1.0,1.0,1.0,28.0,1,15,1.0,15.0,8,19,37,244,65,4,4.75,4.8,4.7,4.64,4.47,4.69,4.675,Alta (4.5–4.8]
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,139.0,2,40,2.0,1125.0,4,11,31,107,34,1,4.81,4.73,4.97,4.99,4.92,4.78,4.866666666666667,Excelente (>4.8)
within an hour,True,True,Cuatro Caminos,Entire loft,Entire home/apt,4,1.0,1.0,2.0,96.0,1,365,1.4,365.0,11,37,65,143,56,3,4.76,4.85,4.87,4.85,4.78,4.57,4.78,Alta (4.5–4.8]
within an hour,True,True,Palacio,Entire condo,Entire home/apt,2,1.0,1.0,1.0,133.0,2,365,2.0,1125.0,4,17,35,90,25,0,4.68,4.42,4.77,4.76,4.98,4.5,4.685,Alta (4.5–4.8]
within a few hours,True,True,Vista Alegre,Private room in rental unit,Private room,1,1.0,1.0,1.0,30.0,1,365,1.0,365.0,15,45,75,25,3,0,4.84,4.84,4.8,4.76,4.64,4.64,4.753333333333334,Alta (4.5–4.8]
within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,128.0,1,730,1.0,730.0,0,0,0,147,52,3,4.8,4.75,4.82,4.85,4.82,4.62,4.776666666666666,Alta (4.5–4.8]
within a day,True,True,Cortes,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,203.0,30,1125,38.3,1125.0,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within an hour,True,True,Sol,Entire vacation home,Entire home/apt,10,2.0,4.0,10.0,424.0,2,365,2.3,1125.0,15,40,68,91,36,1,4.73,4.68,4.82,4.84,4.93,4.69,4.781666666666667,Alta (4.5–4.8]
within a few hours,True,False,Sol,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,158.0,3,365,2.9,365.0,0,20,47,95,29,2,4.85,4.73,4.8,4.88,4.95,4.73,4.823333333333333,Excelente (>4.8)
within an hour,True,True,Almagro,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,127.0,31,330,31.0,330.0,0,0,11,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Excelente (>4.8)
within an hour,True,True,Palacio,Entire condo,Entire home/apt,3,2.0,2.0,2.0,250.0,30,330,30.0,330.0,0,0,0,18,2,1,4.94,5.0,4.94,5.0,4.94,4.94,4.960000000000001,Excelente (>4.8)
within an hour,True,True,Palacio,Entire serviced apartment,Entire home/apt,4,1.0,1.0,2.0,168.0,2,364,4.7,1125.0,5,5,5,88,33,2,4.94,4.83,4.97,4.91,4.9,4.78,4.888333333333333,Excelente (>4.8)
within an hour,True,True,Embajadores,Entire serviced apartment,Entire home/apt,4,1.0,1.0,2.0,177.0,2,364,4.7,364.0,4,4,4,140,42,2,4.96,4.89,4.93,4.89,4.89,4.75,4.885,Excelente (>4.8)
within an hour,True,True,Rios Rosas,Entire rental unit,Entire home/apt,3,2.0,2.0,2.0,75.0,31,330,31.0,330.0,1,21,51,2,0,0,5.0,5.0,5.0,4.5,4.5,4.5,4.75,Alta (4.5–4.8]
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,12,6.0,6.0,6.0,532.0,2,1125,2.0,1125.0,8,18,37,73,4,1,4.67,4.58,4.63,4.67,4.86,4.6,4.668333333333333,Alta (4.5–4.8]
within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,84.0,2,1125,2.0,1125.0,2,6,12,333,93,9,4.86,4.89,4.85,4.96,4.92,4.84,4.886666666666666,Excelente (>4.8)
within an hour,True,True,Ciudad Universitaria,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,96.0,365,365,3.0,365.0,11,32,58,47,12,0,4.74,4.4,4.83,4.89,4.72,4.6,4.696666666666666,Alta (4.5–4.8]
within a few hours,True,True,Guindalera,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,86.0,2,1125,2.0,1125.0,6,15,31,112,69,2,4.78,4.79,4.76,4.79,4.7,4.63,4.741666666666666,Alta (4.5–4.8]
within a few hours,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,76.0,3,365,3.0,365.0,2,3,14,219,55,6,4.62,4.67,4.86,4.76,4.87,4.58,4.726666666666667,Alta (4.5–4.8]
within a day,True,True,Orcasur,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,107.0,4,365,4.0,365.0,21,51,81,53,12,0,4.66,4.77,4.7,4.64,4.62,4.42,4.635000000000001,Alta (4.5–4.8]
within an hour,True,True,Sol,Entire rental unit,Entire home/apt,6,3.0,3.0,3.0,349.0,2,1125,2.0,1125.0,0,0,0,105,9,1,4.66,4.68,4.48,4.57,4.85,4.5,4.623333333333334,Alta (4.5–4.8]
