id,name,host_id,host_response_time,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
30320,Apartamentos Dana Sol,130907,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$157.00,5,50,5.0,50.0,16,46,76,173,1,1,4.71,4.88,4.82,4.78,4.9,4.69
40916,Apartasol Apartamentos Dana,130907,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,3.0,$143.00,5,50,5.0,50.0,10,40,66,53,4,1,4.71,4.9,4.87,4.81,4.88,4.59
62423,MAGIC ARTISTIC HOUSE IN THE CENTER OF MADRID,303845,within an hour,True,True,Justicia,Private room in rental unit,Private room,4,1.5,1.0,2.0,$65.00,1,30,1.0,30.0,4,16,34,249,41,4,4.78,4.46,4.8,4.86,4.97,4.6
70073,Adorable Apartment Malasaña-Gran Via,353738,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$116.00,30,360,30.0,1125.0,3,3,30,36,1,0,4.49,4.42,4.43,4.4,4.6,4.09
70310,"Heart of Malasaña Cozy, Quiet & Sunny Apartment",353738,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$79.00,30,360,28.6,1125.0,0,12,42,31,2,0,4.65,4.55,4.8,4.71,4.87,4.1
72150,Sunny attic duplex flat with terrace next to Sol,364585,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,6,1.0,3.0,5.0,$300.00,3,180,2.3,180.0,30,60,90,133,15,0,4.64,4.43,4.87,4.85,4.84,4.48
86042,Cozy attic with intimate rooftop terrace+ elevator,364585,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,6,1.0,3.0,3.0,$166.00,3,365,2.3,365.0,15,33,60,233,21,0,4.81,4.65,4.88,4.92,4.92,4.68
120293,ROOM IN THE CENTER -LA LATINA- WIFI,605612,within an hour,True,True,Palacio,Private room in rental unit,Private room,2,1.0,1.0,2.0,$45.00,1,365,1.0,365.0,10,10,10,402,33,1,4.85,4.82,4.9,4.9,4.95,4.74
167183,private house B & B. Arturo Soria (Metro),796746,within a few hours,True,True,Piovera,Private room in chalet,Private room,2,1.0,1.0,2.0,$90.00,1,1125,1.0,1125.0,8,34,64,52,9,0,4.8,4.94,4.9,4.82,4.84,4.8
199016,Habitación en ático muy céntrico con dos terrazas,967721,within an hour,True,True,Universidad,Private room in rental unit,Private room,2,1.0,1.0,1.0,$60.00,2,365,2.0,365.0,0,0,0,72,26,1,4.83,4.8,4.87,4.85,4.96,4.69
199201,"Converted theatre, historic centre",749212,within an hour,True,True,Embajadores,Private room in rental unit,Private room,2,1.0,1.0,1.0,$120.00,3,30,3.0,30.0,1,9,34,223,25,0,4.87,4.91,4.98,4.99,4.99,4.82
204570,Lovely 110m2 home - Best location!,1004721,within a day,True,True,Cortes,Entire rental unit,Entire home/apt,5,2.0,2.0,2.0,$160.00,5,365,3.0,365.0,2,2,2,107,4,0,4.85,4.82,4.94,4.9,4.97,4.84
205199,Tafari Gran Via - Alquiler Temporal,1008659,within an hour,True,True,Universidad,Entire condo,Entire home/apt,2,1.0,0.0,1.0,$98.00,15,365,14.7,365.0,1,30,44,374,25,1,4.97,4.97,4.96,4.95,4.94,4.9
211444,Private Room in a Sunny and Luxuriously Appointed Apartment,1090760,within an hour,True,True,Canillas,Private room in rental unit,Private room,2,1.0,1.0,1.0,$68.00,2,365,2.0,365.0,8,34,63,234,31,2,4.96,4.99,4.99,4.96,4.81,4.93
221017,Apartament Center Atocha ll,1146227,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,4,2.0,2.0,5.0,$117.00,5,18,7.8,18.0,10,22,42,79,34,2,4.52,4.39,4.79,4.72,4.95,4.48
229664,Beautiful cozy loft madrid center,1130651,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,3,0.5,1.0,2.0,$58.00,10,1125,9.9,1125.0,0,3,26,563,15,0,4.45,4.18,4.51,4.63,4.48,4.35
233011,Apartament Center Atocha l,1146227,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$70.00,2,18,2.0,18.0,3,14,29,97,45,0,4.59,4.62,4.62,4.74,4.88,4.54
256004,Casa Balconies Arco Toledo - Cuchilleros St.,1732442,within a few hours,True,False,Sol,Entire rental unit,Entire home/apt,10,1.0,3.0,8.0,$138.00,3,300,2.8,300.0,13,33,63,224,22,1,4.63,4.71,4.83,4.8,4.97,4.55
258713,"Apartamento céntrico, tranquilo y luminoso.",1359945,within a few hours,True,True,Chopera,Entire condo,Entire home/apt,2,1.0,1.0,1.0,$100.00,4,30,4.0,30.0,3,19,46,88,28,2,4.89,4.92,4.92,4.9,4.83,4.76
260951,"Loft ""A"" Spectacular at IFEMA, Madrid Fair",1351865,within an hour,True,True,Valdefuentes,Entire loft,Entire home/apt,4,1.5,4.0,4.0,$288.00,3,60,2.3,1125.0,17,24,54,150,13,0,4.79,4.87,4.89,4.85,4.25,4.72
261878,Great Studio! Best Reviews!,1373873,within an hour,True,False,Universidad,Entire loft,Entire home/apt,2,1.0,1.0,1.0,$144.00,2,20,2.0,20.0,6,30,53,682,39,0,4.93,4.76,4.99,4.99,4.97,4.84
263748,"LOFT ""C"" cerca de  IFEMA Madrid",1351865,within an hour,True,True,Valdefuentes,Entire loft,Entire home/apt,4,1.0,2.0,3.0,$114.00,2,120,2.0,1125.0,11,27,46,163,21,0,4.78,4.91,4.88,4.89,4.32,4.64
281224,The Royal Palace Opera Central Apartment,1466005,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$148.00,2,60,2.9,1125.0,15,30,57,138,2,0,4.67,4.78,4.59,4.76,4.96,4.5
289555,B11-Priv bathroom.,901218,within an hour,True,True,Sol,Private room in rental unit,Private room,4,1.0,1.0,2.0,$139.00,4,360,4.0,360.0,5,5,26,191,4,0,4.53,4.46,4.71,4.69,4.84,4.59
336834,2 bedroom apartament in Chueca-Fuen,1713427,within an hour,True,True,Justicia,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,$84.00,5,1125,5.0,1125.0,4,7,17,71,11,0,4.74,4.3,4.85,4.77,4.96,4.6
339144,COZY APARTMENT MADRID MALASAÑA,1721158,within a few hours,True,True,Universidad,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$90.00,25,1125,25.0,1125.0,0,0,0,151,7,0,4.9,4.96,4.99,4.98,4.82,4.87
339171,PRADO MUSEUM AIR & OnSiteParking (*),1722284,within an hour,True,True,Cortes,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$157.00,3,1125,3.0,1125.0,2,3,8,216,14,2,4.9,4.95,4.91,4.94,4.95,4.89
342095,Lovely apartment CENTRAL MADRID !,1703448,within a day,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$95.00,5,1125,5.0,1125.0,3,10,20,54,9,2,4.92,4.88,4.94,4.92,4.81,4.83
345249,Paseo Castellana Deluxe Santiago Bernabeu,1751133,within an hour,True,True,Almenara,Entire rental unit,Entire home/apt,6,1.5,3.0,4.0,$160.00,90,333,32.0,333.0,27,57,87,32,0,0,4.55,4.52,4.74,4.74,4.32,4.32
361053,"Cozy, luminous  excellenty placed",1729503,within a few hours,True,True,Niño Jesús,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,$115.00,2,365,2.0,365.0,4,10,28,319,57,3,4.71,4.7,4.89,4.88,4.81,4.59
363476,PUERTA DEL SOL-QUIET DOWNTOWN,1836617,within an hour,True,True,Sol,Private room in rental unit,Private room,2,1.5,1.0,1.0,$70.00,2,90,2.0,1125.0,2,10,19,658,63,3,4.53,4.57,4.72,4.8,4.97,4.55
371532,"Fantastic Location. Great apartment, Opera",1871034,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$110.00,2,365,2.0,365.0,0,0,2,188,29,2,4.94,4.81,4.86,4.96,4.99,4.87
376379,Great Studio for Rent in Madrid,1892467,within an hour,True,True,Embajadores,Entire loft,Entire home/apt,2,1.0,1.0,1.0,$70.00,4,730,4.0,730.0,0,0,0,44,6,0,4.64,4.41,4.86,4.82,4.95,4.39
402588,PUERTA DEL SOL l - MADRID CENTRE,1408525,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,$144.00,3,365,3.0,1125.0,5,32,56,253,23,1,4.63,4.62,4.73,4.59,4.9,4.55
404569,GRAN VIA  -  Vll -MADRID CENTRE,1408525,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,$117.00,3,365,3.0,1125.0,5,22,43,109,14,2,4.43,4.5,4.68,4.52,4.83,4.22
406341,"Quiet downtown Madrid, nearby all",2024487,within a day,True,True,Lista,Private room in rental unit,Private room,1,1.5,1.0,2.0,$27.00,4,180,4.0,180.0,0,4,13,215,18,1,4.97,4.87,4.99,4.97,4.94,4.91
414763,LATINA - lV - STUDIO MADRID CENTRE,1408525,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,$94.00,3,365,3.0,1125.0,5,18,35,126,18,1,4.6,4.44,4.75,4.6,4.94,4.4
449218,"Central, fully equipped, best price",2230279,within an hour,True,True,Justicia,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$64.00,4,1125,5.6,1125.0,2,3,3,497,50,2,4.87,4.96,4.93,4.93,4.95,4.84
459362,PUERTA DEL SOL- ll - MADRID CENTRE,1408525,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$129.00,3,365,3.0,1125.0,3,20,42,149,28,1,4.54,4.63,4.68,4.74,4.84,4.46
462072,Ático Celestial en Barrio La Latina,2296476,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,$178.00,3,1124,3.0,1124.0,1,8,27,233,42,5,4.95,4.97,4.94,4.97,4.92,4.87
469231,ATICO PRECIADOS,1408525,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$139.00,3,365,3.0,1125.0,3,15,38,82,11,2,4.71,4.74,4.7,4.74,4.93,4.54
470132,❤Quiet & Comfortable apartment downtown,2332600,within a few hours,True,True,Embajadores,Private room in rental unit,Private room,2,1.0,1.0,2.0,$108.00,31,330,31.0,330.0,18,20,20,54,2,0,4.77,4.79,4.92,4.96,4.62,4.73
471328,PUERTA DEL SOL - Vll -MADRID CENTRE,1408525,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$126.00,3,365,3.0,1125.0,4,14,39,213,24,2,4.64,4.64,4.78,4.71,4.89,4.57
479718,"Estadio Metropolitano,  20 minutes to Sol by tube",2376402,within a few hours,True,True,Rosas,Private room in rental unit,Private room,2,2.0,1.0,1.0,$91.00,1,30,1.0,30.0,29,59,89,33,13,0,4.45,4.56,4.94,4.97,4.66,4.69
491070,newly renovated apt best views of Madrid A/A,2427722,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$68.00,120,1125,86.3,1125.0,10,40,70,26,5,0,4.75,4.6,4.72,4.92,4.84,4.56
502918,Habitación Alquiler Temporal Paisaje de la Luz,2480913,within a few hours,True,True,Cortes,Private room in rental unit,Private room,1,1.0,2.0,1.0,$50.00,3,120,3.0,1125.0,2,19,49,185,26,0,4.85,4.95,4.92,4.93,4.97,4.84
506956,Precioso  apartamento  céntrico,1932547,within an hour,True,True,Concepción,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,$119.00,1,20,1.0,1125.0,14,14,24,742,84,4,4.94,4.94,4.96,4.97,4.73,4.87
507614,Malasaña: Amazing&extremely central 2BD flat,2501740,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.5,2.0,2.0,$114.00,15,1124,35.0,1124.0,0,0,0,54,14,0,4.87,4.85,4.94,4.98,4.96,4.8
510973,Habitación céntrica a 1 min de Plza Santa Ana,2517520,within a few hours,True,True,Cortes,Private room in rental unit,Private room,1,2.0,1.0,3.0,$101.00,1,730,1.0,730.0,21,51,81,21,1,0,4.95,4.95,4.95,4.9,5.0,4.9
521367,Penthouse with terrace in SOL,2564339,within a few hours,True,True,Sol,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"$1,100.00",3,180,3.0,180.0,29,59,89,146,0,0,4.85,4.77,4.86,4.92,4.93,4.64
522563,Beautiful loft in downtown Madrid,1652272,within a day,True,True,Palacio,Entire rental unit,Entire home/apt,5,1.5,2.0,2.0,$181.00,4,60,4.0,60.0,15,41,71,121,7,0,4.72,4.5,4.79,4.83,4.97,4.63
524003,Habitación con baño privado a 3 minutos de P Mayor,2576044,within a few hours,True,True,Embajadores,Private room in rental unit,Private room,2,1.0,1.0,1.0,$93.00,2,1125,2.0,1125.0,3,3,3,609,54,1,4.94,4.95,4.92,4.97,4.97,4.91
526513,Sol.  Your home in Madrid´s Heart,1134989,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,$127.00,2,330,2.1,1125.0,1,8,23,913,87,9,4.69,4.86,4.81,4.81,4.97,4.7
544736,SUNNY & EASY ACCESIBLE BEDROOM,1284868,within a few hours,True,True,Hispanoamérica,Private room in casa particular,Private room,1,1.0,1.0,1.0,$38.00,7,90,5.8,90.0,0,0,0,100,4,1,4.85,4.86,4.9,4.91,4.79,4.76
552183,Double cozy room in Madrid historic center,2713304,within a day,True,True,Cortes,Private room in rental unit,Private room,2,1.0,1.0,1.0,$53.00,3,15,3.0,15.0,4,6,27,426,39,2,4.92,4.96,4.94,4.91,4.98,4.86
560941,Elegant Salamanca apartment perfect for couples-SR,596469,within a few hours,True,True,Recoletos,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$117.00,1,365,49.7,999.0,1,18,48,46,9,0,4.72,4.85,4.76,4.72,4.98,4.67
588518,Penthouse with Stunning Balcony Near Plaza Mayor,2267893,within a few hours,True,True,Palacio,Entire loft,Entire home/apt,2,1.0,1.0,1.0,$243.00,3,360,3.7,360.0,6,30,60,85,5,0,4.95,4.89,4.95,4.99,4.99,4.78
590710,Single/Double private room,2913511,within a few hours,True,True,San Fermín,Private room in condo,Private room,2,1.0,1.0,1.0,$48.00,5,100,5.0,100.0,3,4,26,105,18,0,4.94,4.96,4.94,4.94,4.62,4.86
594298,"Great Design, Views and Location",153391,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,4,1.5,2.0,2.0,$173.00,1,1125,1.4,1079.3,1,2,9,621,72,6,4.72,4.76,4.79,4.81,4.94,4.68
595055,ROOM DUPLEX-ATICO NEAR MADRID RIO,2940355,within a few hours,True,True,Comillas,Private room in rental unit,Private room,1,2.0,1.0,1.0,$21.00,2,1125,2.0,1125.0,0,0,0,19,0,0,4.84,4.53,4.84,4.84,4.79,4.58
598771,Atocha Attic - Unbeatable Location,2678039,within a few hours,True,True,Palos de Moguer,Entire condo,Entire home/apt,3,1.0,1.0,1.0,$99.00,3,65,3.0,65.0,0,6,33,116,26,0,4.77,4.83,4.85,4.9,4.87,4.78
605339,NiceStay_HighValue_Orange RoomWIFI,2783896,within an hour,True,True,Lucero,Private room in home,Private room,1,1.0,1.0,1.0,$29.00,10,250,10.0,250.0,1,9,39,295,35,1,4.94,4.91,4.96,4.98,4.64,4.89
628394,"Spectacular Triplex in Canaleja, Sol",3121587,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,11,2.0,5.0,5.0,$406.00,2,730,1.3,1125.0,11,33,48,92,11,0,4.58,4.65,4.68,4.75,4.87,4.5
644656,Room next to the Metro,3226403,within an hour,True,True,Pueblo Nuevo,Private room in rental unit,Private room,1,1.0,1.0,1.0,$35.00,7,1125,7.0,1125.0,28,58,88,4,0,0,5.0,4.25,5.0,5.0,4.75,4.5
655514,Room for one or two people,3226403,within an hour,True,True,Pueblo Nuevo,Private room in rental unit,Private room,2,1.0,1.0,2.0,$30.00,20,1125,19.4,1125.0,14,27,57,5,0,0,5.0,4.8,4.75,5.0,5.0,3.8
688795,Penthouse Plaza Mayor - Felipe III Balcony,1732442,within a few hours,True,False,Sol,Entire rental unit,Entire home/apt,8,2.0,2.0,6.0,$158.00,3,300,2.8,300.0,2,20,46,282,40,3,4.69,4.72,4.81,4.89,4.94,4.6
704155,Apartment  in the center of Madrid,3606346,within an hour,True,True,Embajadores,Entire loft,Entire home/apt,3,1.0,1.0,1.0,$117.00,1,90,2.4,1125.0,1,11,13,441,50,4,4.75,4.71,4.88,4.88,4.9,4.7
709208,Apartment in the heart of Madrid,3648882,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,4,1.5,1.0,1.0,$97.00,2,1125,2.0,1125.0,1,23,53,862,93,5,4.86,4.82,4.92,4.91,4.97,4.8
716292,Just in the centre: Malasaña-Chueca,3691303,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,5,1.0,1.0,4.0,$147.00,3,1125,3.5,1125.0,7,14,17,120,13,1,4.7,4.6,4.83,4.84,4.89,4.77
726951,Big studio in Gran Vía,2172169,within a day,True,True,Universidad,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,$86.00,3,1125,3.0,1125.0,0,0,0,3,2,0,5.0,4.67,5.0,5.0,5.0,5.0
727588,"CENTRIC NEAR TO M30, 2 BEDROOMS",498646,within an hour,True,True,San Diego,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$52.00,30,360,30.0,1125.0,4,8,8,33,3,0,4.48,4.18,4.73,4.7,4.06,4.18
730502,APARTMENT FOR 6 PEOPLE LOCATED IN THE CITYCENTRE,3797913,within a few hours,True,True,Palacio,Entire rental unit,Entire home/apt,6,2.0,2.0,5.0,$150.00,5,1125,5.0,1125.0,3,18,20,110,19,1,4.87,4.91,4.91,4.95,4.97,4.82
733365,Espacio acogedor para tu relax y descanso.,3821608,within a few hours,True,True,Trafalgar,Private room in home,Private room,1,1.0,1.0,1.0,$43.00,5,30,5.0,30.0,6,10,10,119,13,0,4.96,4.98,4.99,4.96,4.9,4.87
747873,Stylish apartment in the city center,1625657,within a few hours,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,$114.00,7,60,6.9,60.0,5,21,32,414,37,1,4.92,4.9,4.91,4.9,4.93,4.85
748627,"In the heart of Madrid, cosy and adorable flat",3802511,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$133.00,31,336,31.0,336.0,30,60,90,54,21,0,4.85,4.96,4.93,4.98,4.72,4.78
748854,Host family in the center of Madrid,1888816,within a few hours,True,True,Acacias,Private room in rental unit,Private room,1,1.5,1.0,1.0,$46.00,5,365,5.0,365.0,6,15,45,212,13,1,4.64,4.71,4.83,4.7,4.72,4.66
750251,Apartasol Apartamentos Dana,130907,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,$156.00,5,50,5.0,50.0,14,32,32,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0
750257,Apartamentos Dana Madrid,130907,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$147.00,5,50,5.2,50.0,4,19,39,24,1,1,4.52,4.83,4.79,4.79,4.61,4.29
751527,Gran apartamento Plaza de España (Estan.Temporada),3951702,within a day,True,True,Universidad,Entire condo,Entire home/apt,7,2.5,4.0,6.0,$274.00,32,340,30.2,340.0,0,13,36,103,5,0,4.97,4.96,4.97,4.99,4.93,4.94
754678,APARTMENT IN THE CENTRE OF MADRID.,3961468,within a few hours,True,True,Cortes,Entire rental unit,Entire home/apt,8,2.0,3.0,5.0,$157.00,3,90,3.0,90.0,6,14,25,438,43,3,4.91,4.73,4.95,4.93,4.97,4.83
758670,Cozy bedroom wi-fi /Airport/ Ifema/ Metropolitano.,2536524,within an hour,True,True,Arcos,Private room in rental unit,Private room,2,1.0,1.0,1.0,$42.00,20,730,28.0,1125.0,6,26,28,31,4,0,4.74,4.61,4.81,4.9,4.45,4.65
761159,DOWNTOWN-APARTMENT-PLAZA MAYOR-COZY-WIFI-PARKING.,4012290,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$90.00,2,1125,2.0,1125.0,2,4,5,662,73,0,4.94,4.96,4.97,4.97,4.98,4.93
763214,Madrid - CASCO ANTIGUO - Palacio Real,4032439,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$100.00,3,60,3.0,1125.0,4,6,6,255,49,1,4.85,4.77,4.93,4.87,4.9,4.77
772646,Hermoso loft  Puerta del Sol centro  SWIMMING POOL,3606346,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,3,1.0,0.0,1.0,$93.00,1,30,2.6,30.0,2,25,27,327,42,2,4.8,4.81,4.79,4.83,4.95,4.7
780743,habitacion en Malasaña plena centro de Madrid,2057313,within an hour,True,False,Universidad,Private room in rental unit,Private room,3,1.0,1.0,1.0,$42.00,3,1124,3.0,1124.0,30,60,90,33,7,0,4.58,4.15,4.58,4.45,4.88,4.15
793618,Heima Plaza Mayor - Latina 32,23603298,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,6,3.0,3.0,5.0,$365.00,3,1080,3.0,1125.0,11,32,53,508,33,1,4.77,4.85,4.87,4.86,4.94,4.73
797030,Cosy flat with terrace near subway,4198169,within a few hours,True,True,Simancas,Entire rental unit,Entire home/apt,3,2.0,2.0,2.0,$58.00,4,31,3.9,31.0,4,4,4,355,38,2,4.83,4.68,4.72,4.75,4.59,4.78
814870,Cozy  room in Madrid - Atocha (3),4281126,within a few hours,True,True,Jerónimos,Private room in rental unit,Private room,1,2.0,1.0,1.0,$38.00,1,1125,1.0,1125.0,1,4,8,240,51,5,4.9,4.78,4.95,4.94,4.92,4.86
817184,wonderful apartment in the center.,4292037,within a few hours,True,True,Cortes,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$54.00,2,366,31.0,366.0,18,30,44,370,22,1,4.52,4.67,4.77,4.83,4.86,4.44
817848,Cozy apartment downtown Madrid,4295642,within a day,True,False,Justicia,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$100.00,7,90,7.0,1125.0,2,14,22,282,21,1,4.94,4.96,4.95,4.91,4.89,4.89
819738,Tranquilo cerca del Palacio Real,723539,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,4,2.0,2.0,4.0,$150.00,1,730,5.5,730.0,0,0,0,92,7,0,4.78,4.83,4.78,4.75,4.93,4.67
833871,Beautiful apartment in the center,4292037,within a few hours,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$68.00,2,360,30.3,360.0,1,2,2,314,28,1,4.6,4.71,4.85,4.82,4.83,4.55
834562,Nice family place close to Féria de Madrid 120SQ.,4365768,within an hour,True,True,Timón,Entire rental unit,Entire home/apt,8,2.5,4.0,7.0,$148.00,2,1125,3.6,1125.0,4,13,36,310,39,1,4.92,4.92,4.96,4.99,4.82,4.86
834675,El gusto por los nuevos encuentros.,4190662,within a few hours,True,True,Numancia,Private room in rental unit,Private room,2,1.5,1.0,2.0,$42.00,2,6,2.0,6.0,23,53,83,198,15,0,4.82,4.92,4.9,4.81,4.65,4.71
835333,"Best Design, Comfort and Location",153391,within an hour,True,True,Sol,Entire loft,Entire home/apt,2,1.0,1.0,1.0,$106.00,1,1125,1.0,1082.9,1,5,12,457,69,5,4.57,4.65,4.71,4.75,4.95,4.57
838698,Big cozy room in Atocha (2),4281126,within a few hours,True,True,Pacífico,Private room in rental unit,Private room,2,2.0,1.0,2.0,$38.00,1,1125,1.0,1125.0,1,1,1,932,142,9,4.86,4.73,4.91,4.91,4.88,4.8
838712,Cozy room - Atocha (1),4281126,within a few hours,True,True,Pacífico,Private room in rental unit,Private room,1,2.0,1.0,1.0,$25.00,1,1125,1.0,1125.0,0,0,0,216,0,0,4.78,4.5,4.87,4.9,4.85,4.7
842078,"Central Gran Via Apt | A/C, WIFI & Weekly Cleaning",4396676,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$97.00,90,300,90.0,300.0,0,0,0,40,1,0,4.59,4.59,4.74,4.87,4.82,4.54
847273,Apartamento en Madrid ideal grupos,4424222,within an hour,True,True,Marroquina,Entire rental unit,Entire home/apt,8,2.0,4.0,5.0,$249.00,3,365,3.0,365.0,15,23,40,229,33,0,4.94,4.93,4.89,4.9,4.72,4.88
848480,"Amplio, luminoso y bonito, en el centro de Madrid",153391,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,8,2.5,3.0,3.0,$295.00,2,1125,1.8,1069.5,0,0,2,119,25,0,4.68,4.73,4.76,4.85,4.94,4.66
862752,Room in central apartment. Breakfast included,4522970,a few days or more,True,True,Palos de Moguer,Private room in rental unit,Private room,1,1.0,1.0,1.0,$46.00,2,6,2.0,6.0,12,31,59,125,0,0,4.97,4.99,4.95,4.98,4.88,4.93
864488,Your little shelter,3631892,within a few hours,True,True,Embajadores,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$93.00,2,180,2.0,180.0,3,11,18,592,66,4,4.72,4.76,4.87,4.92,4.81,4.7
874273,Sol-lux confort Madrid Fantastid,4575984,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$193.00,2,7,2.0,1125.0,12,26,27,188,23,0,4.86,4.77,4.89,4.83,4.98,4.72
874842,Cosy little apartment in Goya,4618098,within a few hours,True,True,Goya,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$83.00,5,10,5.0,10.0,1,1,1,4,1,0,5.0,5.0,5.0,5.0,5.0,4.75
888289,Right in Madrid's City Center with Video Projector,4710774,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$268.00,4,365,3.8,365.0,11,36,66,543,58,4,4.84,4.92,4.91,4.93,4.87,4.71
903707,Center of Madrid,4831338,within a day,True,True,Embajadores,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$85.00,10,300,10.0,300.0,0,0,3,86,8,0,4.57,4.49,4.8,4.69,4.65,4.5
904741,Apartamento 2 céntrico Sol Madrid.,4839888,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,$218.00,2,200,2.0,1125.0,1,11,26,572,71,3,4.71,4.71,4.8,4.75,4.9,4.6
904769,Apartamento 1 céntrico Sol Madrid.,4839888,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,$103.00,2,300,2.0,1125.0,3,12,27,577,66,3,4.74,4.66,4.78,4.74,4.91,4.62
904775,Apartamento 3 céntrico Sol Madrid.,4839888,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,$200.00,2,65,2.0,1125.0,4,14,31,512,50,3,4.68,4.69,4.76,4.71,4.92,4.62
914057,Hoy Puede Ser Un Gran Día!!,4905854,within a few hours,True,True,Palomeras Sureste,Private room in rental unit,Private room,2,1.0,1.0,2.0,$26.00,1,1125,1.0,1125.0,3,11,25,282,107,3,4.89,4.91,4.86,4.81,4.74,4.89
923140,Penhouse with Lovely Terrace,1574604,within a few hours,True,True,Universidad,Entire condo,Entire home/apt,4,1.0,2.0,2.0,$225.00,5,90,5.0,90.0,6,16,46,206,20,3,4.96,4.93,4.96,5.0,4.94,4.88
