id,name,host_id,host_response_time,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
1115924334645856655,Dobo SB20 2Pax 1Bth Accessible,133056146,within an hour,True,True,Universidad,Private room in rental unit,Private room,2,1.0,1.0,1.0,$141.00,1,365,3.0,999.0,25,55,85,16,13,3,4.75,4.94,4.75,4.94,4.94,4.5
1115981177326322520,Se alquila habitacion,161283576,a few days or more,True,True,Trafalgar,Private room in rental unit,Private room,2,3.0,1.0,1.0,$21.00,20,365,19.3,365.0,1,5,28,5,4,0,4.2,4.0,4.4,4.6,4.8,4.4
1116056689264465679,Dobo SB20 2Pax 1Bth,133056146,within an hour,True,True,Universidad,Private room in rental unit,Private room,2,1.0,1.0,1.0,$131.00,1,365,3.0,999.0,24,54,84,2,1,0,3.5,3.0,5.0,5.0,3.5,2.5
1116062507405721060,Dobo SB20 2Pax 1Bth,133056146,within an hour,True,True,Universidad,Private room in rental unit,Private room,2,1.0,1.0,1.0,$128.00,1,365,3.0,999.0,24,54,84,55,39,3,4.87,4.91,4.95,4.89,4.93,4.67
1116069196056283207,A3. Acogedor y tranquilo hogar - Centro de Madrid,548664711,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$135.00,3,28,3.0,1125.0,10,30,60,67,45,2,4.81,4.9,4.79,4.93,4.9,4.69
1116070472405783436,Travesía de Belén IV,438136382,within a day,True,True,Justicia,Entire rental unit,Entire home/apt,4,2.0,1.0,2.0,$207.00,1,365,30.0,365.0,13,43,73,1,1,0,3.0,5.0,5.0,1.0,5.0,2.0
1116187365835841909,Amazing apartment close to Royal Theater-Opera,12027564,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,6,3.5,3.0,3.0,$739.00,4,365,4.0,365.0,14,29,59,25,16,0,5.0,5.0,5.0,5.0,4.96,4.96
1116456909651482436,Madrid a solo 1 paso. Céntrico,4977367,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$88.00,1,365,9.4,365.0,0,0,3,20,17,0,4.65,4.8,4.9,5.0,4.9,4.5
1116493295144686271,Superior Apartment 1 bedroom Plaza Castilla,330873682,within an hour,True,True,Almenara,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$110.00,1,365,1.6,99.0,8,25,47,8,5,0,4.5,4.13,4.0,4.0,4.5,3.63
1116512787268505980,Superior Studio Plaza Castilla,330873682,within an hour,True,True,Almenara,Entire loft,Entire home/apt,4,1.0,0.0,2.0,$91.00,1,365,1.6,99.0,7,14,29,4,2,0,4.75,4.75,4.5,4.75,4.5,5.0
1116536843329819818,Apartments Madrid Connection 1- Universidad 1,330873682,within an hour,True,True,Valdeacederas,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$85.00,1,365,1.6,99.0,9,29,53,1,1,0,4.0,3.0,4.0,3.0,5.0,2.0
1116592269731622589,Apartments Madrid Connection  3- University 3,330873682,within an hour,True,True,Berruguete,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$93.00,1,365,1.6,99.0,4,5,30,2,1,0,5.0,5.0,3.5,5.0,5.0,4.0
1116608157125907369,Habitación privada- Delicias,150128214,within an hour,True,True,Delicias,Private room in home,Private room,1,0.5,1.0,1.0,$45.00,2,365,2.0,365.0,20,38,38,25,16,0,4.76,4.96,4.92,4.96,4.84,4.72
1116608467143606524,Apartments Madrid Connection 2 - University 2,330873682,within an hour,True,True,Valdeacederas,Entire rental unit,Entire home/apt,6,1.0,2.0,4.0,$102.00,1,365,1.6,99.0,12,34,56,5,4,0,4.6,3.8,3.6,3.6,4.4,4.4
1116627154132443860,Corazón de Chueca,277704592,a few days or more,True,True,Justicia,Private room in rental unit,Private room,2,0.5,1.0,1.0,$60.00,3,365,3.0,365.0,10,26,56,18,0,0,4.83,4.94,4.89,5.0,4.94,4.83
1116713478907647337,Refugio tropical en el corazón de Madrid,563128760,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,3,1.0,0.0,2.0,$96.00,1,1125,1.0,1125.0,8,32,61,211,152,14,4.85,4.78,4.93,4.96,4.79,4.72
1117143344323926166,Chamberi Boutique,112373304,within an hour,True,True,Rios Rosas,Entire rental unit,Entire home/apt,3,2.0,2.0,2.0,$190.00,1,1125,1.0,1051.5,1,1,7,16,2,0,4.94,5.0,4.81,4.75,4.75,4.69
1117228170723236270,Apartamento en el centro de Madrid II,135219045,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$109.00,2,365,2.4,365.0,3,3,3,56,34,6,4.77,4.77,4.89,4.95,4.88,4.57
1117237732136601035,Puntame rooms in Madrid Downtown,567015970,within an hour,True,True,Universidad,Private room in rental unit,Private room,4,1.5,1.0,3.0,$77.00,1,365,1.0,365.0,9,25,47,3,1,0,3.33,3.0,3.0,3.67,4.33,3.0
1117245872322363366,Punta me rooms in Madrid Downtown,567015970,within an hour,True,True,Universidad,Private room in guesthouse,Private room,4,1.0,1.0,3.0,$123.00,1,365,1.0,365.0,8,28,49,3,1,0,3.0,3.67,2.67,3.33,3.67,3.0
1117256629361741174,Metro Avenida de América 09,325163963,within an hour,True,True,Prosperidad,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,$135.00,1,365,1.0,30.0,7,22,52,26,5,0,4.38,4.19,4.27,4.15,4.38,3.92
1117268066637580381,Punta me rooms in Madrid Downtown,567015970,within an hour,True,True,Universidad,Private room in rental unit,Private room,2,1.0,1.0,1.0,$58.00,1,365,1.0,365.0,4,16,35,1,0,0,1.0,2.0,1.0,1.0,4.0,1.0
1117275926234568640,Amplio piso de 2 dorm en Tetuan,518713670,within a day,True,True,Almenara,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$70.00,90,365,90.0,365.0,30,60,90,2,0,0,4.5,4.5,2.5,2.5,4.5,4.0
1117364750066634552,2 bedroom apartment in Chamartín Sharing Co.,397053855,within an hour,True,True,Nueva España,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,$142.00,1,1125,28.0,1125.0,13,43,73,8,5,0,4.75,4.0,4.63,4.38,4.88,4.75
1117374447748207807,Bernabeu Place X apartment in Madrid,377605855,within an hour,True,True,Nueva España,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,$137.00,1,1125,29.4,1125.0,0,0,0,20,15,0,4.45,4.55,4.4,4.55,4.75,4.3
1117374598443211029,Bernabeu Place Xi apartment in Madrid,377605855,within an hour,True,True,Nueva España,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$134.00,1,1125,29.4,1125.0,3,3,3,10,6,0,4.8,4.7,4.3,4.1,4.9,4.5
1117374845457449238,2 bedroom apartment inLa Castellana by Sharing Co.,397053855,within an hour,True,True,Nueva España,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,$159.00,1,1125,28.0,1125.0,0,0,0,5,3,1,5.0,5.0,5.0,5.0,5.0,4.8
1117381264286360857,Comfort and Style in the Heart of Madrid,99018982,within an hour,True,True,Puerta del Angel,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$110.00,1,1125,2.3,98.0,25,52,77,44,18,0,4.68,4.52,4.64,4.66,4.77,4.45
1117441330704702201,Apartamento en B. Salamanca,199943183,within an hour,True,True,Lista,Entire rental unit,Entire home/apt,6,1.5,2.0,3.0,$122.00,2,365,1.9,365.0,4,20,40,31,24,0,4.48,4.23,4.74,4.84,4.52,4.13
1117455999083452561,1 bed apt in the heart of Madrid,7359059,within a day,True,True,Almagro,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,$124.00,28,365,4.5,365.0,7,37,67,17,13,0,4.94,4.88,4.76,4.94,4.94,4.76
1117488271190520223,Precioso apartamento Gran Via,3669051,within a few hours,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$130.00,3,30,2.8,30.0,2,20,50,21,21,3,4.52,4.48,4.62,4.67,5.0,4.67
1117735560845125649,_Hab 2/3/4P/Netflix/Terraza/Wifi/Baño /CocinaComp.,52454284,within an hour,True,True,Almendrales,Private room in rental unit,Private room,4,1.0,1.0,2.0,$35.00,1,65,1.3,65.0,10,28,46,80,63,0,4.94,4.9,4.95,4.96,4.65,4.89
1117873844822288894,Fabuloso piso en El Retiro,417291355,within a few hours,False,True,Ibiza,Entire condo,Entire home/apt,4,1.5,0.0,1.0,$150.00,3,90,3.0,90.0,2,11,11,38,32,1,5.0,5.0,5.0,4.97,5.0,4.79
1117934773786597292,2-bedroom apartment in La Castellana Sharing Co.,397053855,within an hour,True,True,Nueva España,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,$154.00,1,1125,28.0,1125.0,0,0,0,7,5,2,5.0,5.0,4.86,4.57,5.0,5.0
1117953312634380775,2 bedroom apartment in La Castellana Sharing Co.,397053855,within an hour,True,True,Nueva España,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,$159.00,1,1125,28.0,1125.0,0,0,0,7,5,1,5.0,4.86,5.0,5.0,5.0,4.71
1117983691734151421,"Blueground | Malasaña, elev, walk to Gran Via",434208714,within a day,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$167.00,30,1125,38.3,1125.0,0,0,0,2,0,0,3.5,3.0,4.0,3.0,5.0,2.0
1118093100360877750,LOFT II  Renovated & Cozy Near Atocha,487925738,within an hour,True,True,Acacias,Entire rental unit,Entire home/apt,5,2.0,2.0,3.0,$148.00,2,365,2.1,1125.0,2,26,50,53,39,1,4.87,4.91,4.79,4.83,4.58,4.51
1118119084431258252,Dejando huellas,560626205,within a few hours,True,True,Arapiles,Entire rental unit,Entire home/apt,6,1.0,1.0,3.0,$123.00,1,1125,1.0,1125.0,0,0,1,19,5,0,4.26,3.74,4.79,4.58,4.63,4.05
1118149109134351007,Impresionante ático en Sol,514270998,within an hour,True,True,Cortes,Entire rental unit,Entire home/apt,8,4.0,4.0,4.0,$483.00,1,32,1.0,32.0,9,25,25,104,68,7,4.9,4.97,4.7,4.87,4.96,4.83
1118179543537360722,Paseo Del Prado - Atocha,14904228,within a few hours,True,True,Cortes,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,$142.00,3,365,3.0,365.0,4,4,4,11,11,2,4.09,3.55,4.55,4.91,4.82,4.18
1118695453151822299,Mi casa  el mejor espacio,568092376,within an hour,False,True,Entrevías,Private room in rental unit,Private room,1,1.0,1.0,1.0,$24.00,1,365,1.0,365.0,7,11,36,126,84,8,4.9,4.87,4.89,4.92,4.52,4.87
1118700465506537480,Sunny apartment near Madrid Rio,248424485,a few days or more,True,True,San Isidro,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$90.00,2,60,4.0,60.0,8,33,63,2,0,0,5.0,4.5,5.0,5.0,5.0,5.0
1118734985898285007,Apartamento Aparsol 121,566771205,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,$160.00,1,365,1.0,365.0,14,44,74,4,4,0,5.0,4.0,4.25,4.75,5.0,4.5
1118790995731043941,Cama en habitación compartida 4 literas,319616632,within an hour,True,True,Universidad,Shared room in hostel,Shared room,1,4.0,1.0,8.0,$21.00,1,365,1.0,365.0,2,2,2,14,10,0,4.5,4.36,4.57,4.43,4.57,4.43
1118862524591676031,Acogedor estudio en el Barrio Pacifico,1771095,within an hour,True,True,Pacífico,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,$140.00,28,90,25.5,90.0,1,24,54,34,24,0,4.76,4.79,4.79,4.76,4.62,4.41
1118895921007316355,Malasaña/Chueca. A/A. Wi-Fi. A 2 min de Gran Vía!,15194266,within an hour,True,True,Universidad,Entire home,Entire home/apt,2,1.0,1.0,1.0,$88.00,2,365,2.0,365.0,1,8,24,95,72,4,4.83,4.67,4.87,4.83,4.95,4.67
1118918594600182177,Cama en habitación compartida 4 literas,319616632,within an hour,True,True,Universidad,Shared room in hostel,Shared room,1,4.0,1.0,8.0,$21.00,1,365,1.0,365.0,10,10,10,6,3,0,4.17,4.33,4.17,3.17,4.0,3.67
1118923998006600118,Cama en habitación compartida 3 literas,319616632,within an hour,True,True,Universidad,Shared room in hostel,Shared room,1,4.0,1.0,6.0,$21.00,1,365,1.0,365.0,10,10,10,3,2,1,5.0,4.67,4.67,4.67,4.0,5.0
1118931726726726734,2 Camas en habitación compartida 4 literas,319616632,within an hour,True,True,Universidad,Shared room in hostel,Shared room,2,4.0,1.0,7.0,$42.00,1,365,1.0,365.0,9,9,9,3,2,0,4.33,4.67,4.67,4.67,5.0,4.33
1118946041673583396,Habitación >privada< óctuple (8) en Hostal,319616632,within an hour,True,True,Universidad,Private room in hostel,Private room,8,4.0,1.0,8.0,$175.00,1,365,1.0,365.0,8,8,8,2,2,1,5.0,5.0,5.0,5.0,5.0,5.0
1118957739309703956,Habitación >privada< doble (2) en Hostal,319616632,within an hour,True,True,Universidad,Room in hotel,Private room,2,4.0,1.0,2.0,$53.00,1,365,1.0,365.0,13,30,45,78,50,0,4.31,4.14,4.65,4.62,4.6,4.24
1119302489400871204,Cama en habitación compartida 8 camas.,319616632,within an hour,True,True,Universidad,Shared room in hostel,Shared room,1,4.0,1.0,8.0,$21.00,1,365,1.0,365.0,7,7,7,26,17,0,4.42,4.46,4.46,4.62,4.54,4.46
1119320967160758953,2 Camas en habitación compartida 8 camas.,319616632,within an hour,True,True,Universidad,Shared room in hostel,Shared room,2,4.0,1.0,8.0,$42.00,1,365,1.0,365.0,14,14,14,13,6,0,4.08,4.08,4.69,4.62,4.23,4.08
1119328150887420690,2 Camas en habitación compartida 8 camas.,319616632,within an hour,True,True,Universidad,Shared room in hostel,Shared room,2,4.0,1.0,8.0,$42.00,1,365,1.0,365.0,14,14,14,2,1,0,4.0,5.0,4.5,4.0,5.0,4.5
1119335164378283128,"2 Camas en habitación compartida, 3 literas",319616632,within an hour,True,True,Universidad,Shared room in hostel,Shared room,2,4.0,1.0,6.0,$42.00,1,365,1.0,365.0,12,12,12,6,2,0,4.0,3.83,3.83,3.33,4.0,3.83
1119344570723980043,"Cama en habitación compartida, 3 literas",319616632,within an hour,True,True,Universidad,Shared room in hostel,Shared room,1,4.0,1.0,6.0,$21.00,1,365,1.0,365.0,12,12,12,1,1,0,4.0,3.0,5.0,5.0,3.0,3.0
1119440072678564348,Loft New York en Madrid,26647857,within a few hours,True,True,Simancas,Entire rental unit,Entire home/apt,4,1.0,0.0,2.0,$135.00,1,1125,1.0,1125.0,8,38,68,37,23,0,4.97,4.97,4.95,5.0,4.78,4.89
1119534075511792406,Departamento En Chueca,543094374,within an hour,True,True,Justicia,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$164.00,3,365,3.9,365.0,8,30,50,35,15,1,4.57,4.17,4.71,4.63,4.91,4.34
1119641360792742851,Moderno Loft en Malasaña,6365055,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,$146.00,1,365,9.0,99.0,5,26,56,28,19,1,4.75,4.71,4.89,4.86,4.86,4.64
1119688801340901176,Apartamento Aparsol 153,566771205,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,7,1.0,2.0,4.0,$204.00,1,365,1.0,365.0,11,27,53,1,0,0,3.0,2.0,3.0,5.0,5.0,3.0
1119705438342708641,Aparsol Estudio con balcón 319,566771205,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,5,1.0,0.0,4.0,$149.00,1,365,1.0,365.0,15,45,75,15,15,2,4.73,4.67,4.87,4.8,4.93,4.67
1119721693254890663,Aparsol Estudio 321,566771205,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,5,1.0,0.0,4.0,$150.00,1,365,1.0,365.0,14,44,74,7,7,2,4.71,4.86,5.0,4.86,5.0,4.86
1119747442648002586,"Prime Suite Deluxe w.private balcony,fast WIFI",466924165,within an hour,False,True,Recoletos,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$64.00,1,365,1.0,365.0,15,41,71,39,24,1,4.33,4.41,4.44,4.51,4.9,4.13
1120096549270079310,Just next to Plaza Mayor,501924428,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,4,1.0,3.0,3.0,$240.00,3,365,3.7,365.0,15,45,75,38,19,1,4.61,4.79,4.61,4.82,4.92,4.63
1120123129968790952,Madrid Capital Cultural y Ocio,1714541,within an hour,True,True,Pacífico,Private room in rental unit,Private room,2,1.5,1.0,1.0,$36.00,1,365,1.0,365.0,10,39,69,28,24,1,4.86,4.71,4.93,4.96,4.93,4.64
1120131876740468160,Cobre - 1 bedroom in Arapiles,346367515,within an hour,True,True,Gaztambide,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$61.00,31,328,31.0,328.0,1,1,1,1,0,0,5.0,5.0,4.0,5.0,5.0,5.0
1120148270795046920,San Isidro I - Next to the Pradera,370143672,within an hour,True,True,San Isidro,Entire rental unit,Entire home/apt,3,1.0,0.0,1.0,$86.00,1,365,3.1,999.0,23,53,83,33,16,0,4.82,4.97,4.94,4.88,4.39,4.7
1120186268614773772,Madrid City Center Apartment Good Location,46052572,within an hour,True,True,Imperial,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$92.00,2,365,2.0,365.0,4,19,42,32,17,0,4.78,4.97,4.91,4.81,4.78,4.78
1120251898856555139,Fuencarral Penthouse,53535785,within an hour,True,True,Universidad,Entire loft,Entire home/apt,4,2.0,2.0,0.0,$163.00,4,365,3.9,365.0,0,18,48,97,59,3,4.73,4.81,4.85,4.86,4.95,4.67
1120342056621555563,apartamento reformado en gran via de alquiler temp,391810099,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,6,1.5,2.0,3.0,$201.00,1,1125,2.6,243.5,20,43,61,2,1,1,4.0,5.0,5.0,4.0,3.0,3.0
1120397969747429370,"La Latina, Austrias & Palacio - New, Patio & Quiet",568932130,within an hour,True,True,Palacio,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$122.00,2,365,2.0,365.0,1,14,29,76,50,1,4.86,4.86,4.88,4.97,4.99,4.83
1120757300184292905,"Sunny,  renovated apartment with views",2044655,within an hour,True,True,Berruguete,Entire rental unit,Entire home/apt,2,1.0,2.0,2.0,$65.00,21,90,21.0,90.0,0,1,31,5,3,1,4.4,4.8,4.4,4.4,4.4,4.6
1120782172747277608,Modern and cozy-1Bedroom 1Bathroom-Azca,487788314,within an hour,True,True,Cuatro Caminos,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$141.00,1,365,6.6,365.0,10,34,55,28,23,1,4.46,4.71,4.89,4.86,4.64,4.18
1120804660343930092,M (mdp61) Vive la experiencia madrileña desde Lava,529402573,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$492.00,1,1125,21.4,385.7,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0
1120804823367200328,M (vlm4) Amplia Casa de 3 Dormitorios: Vive la Nat,529402573,within an hour,True,True,Lucero,Entire rental unit,Entire home/apt,8,2.0,3.0,4.0,$112.00,1,1125,1.2,1116.0,0,0,13,3,0,0,5.0,5.0,4.67,4.0,3.67,4.0
1120810081355102358,Bonita habitación Centro,569021968,within an hour,True,True,Justicia,Private room in home,Private room,1,1.0,1.0,0.0,$40.00,1,365,1.0,365.0,0,3,17,171,130,12,4.98,4.96,4.98,4.99,4.98,4.94
1120840584493636591,Flat in Atocha - Madrid,460391145,within an hour,True,True,Delicias,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$82.00,1,365,4.5,365.0,0,0,0,58,42,1,4.62,4.72,4.64,4.88,4.76,4.43
1120871042322872877,Charming flat in Madrid-Rio,460391145,within an hour,True,True,Moscardó,Entire rental unit,Entire home/apt,5,2.0,1.0,3.0,$95.00,1,365,3.9,365.0,11,28,44,21,12,1,4.86,4.76,4.95,4.95,4.62,4.76
1120889417099113100,Best option for the Salamanca neighborhood,36503894,within an hour,True,True,Guindalera,Entire home,Entire home/apt,2,1.0,1.0,1.0,$139.00,1,365,18.1,999.0,10,28,58,46,27,0,4.87,4.85,4.87,4.89,4.74,4.61
1120889506094308527,MyHouseSpain - Moderno piso junto a Gran Vía,45621438,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$167.00,1,365,3.8,999.0,3,11,27,26,18,3,4.65,4.85,4.54,4.69,4.81,4.65
1120905445514655694,Estudio estación Chamartín,569035789,within an hour,True,True,Castilla,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$97.00,2,365,2.0,365.0,8,10,10,90,65,0,4.92,4.99,4.87,4.89,4.77,4.78
1120909998392139810,1 bedroom apartment in La Castellana Sharing Co.,397053855,within an hour,True,True,Nueva España,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$142.00,1,1125,28.0,1125.0,0,14,15,9,8,0,4.78,5.0,4.78,4.78,5.0,4.22
1120934283929236631,Madrid Centro Aeropuerto Metro,30366625,within an hour,True,True,Pueblo Nuevo,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$95.00,1,1125,1.3,1045.3,8,34,64,38,35,3,4.74,4.79,4.68,4.92,4.37,4.61
1121077838945392005,Habitación 8 múltiple (Familias) o (Grupos),509653859,within an hour,True,True,Quintana,Private room in home,Private room,4,2.0,1.0,4.0,$90.00,1,365,1.0,365.0,21,50,80,22,16,0,4.36,4.36,4.68,4.73,4.55,4.32
1121112637448925263,Precio Publicado es por habitación,456468613,within a day,False,True,Buenavista,Private room in rental unit,Private room,2,2.0,5.0,6.0,$55.00,1,365,1.0,365.0,29,59,89,1,1,0,1.0,1.0,1.0,1.0,3.0,1.0
1121456416668198942,Chalet 5 Habitaciones /parking free,261404740,within a few hours,True,True,Timón,Entire home,Entire home/apt,8,4.0,4.0,7.0,$380.00,2,90,2.0,90.0,0,10,40,6,4,0,3.83,3.5,3.83,3.83,4.17,3.5
1121509141792263369,Marques - 1 bedroom with pool in Madrid,346367515,within an hour,True,True,Universidad,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$83.00,31,330,31.0,330.0,0,0,10,1,0,0,5.0,5.0,5.0,4.0,4.0,4.0
1121561370224760903,Chamberi Bright and Cosy studio,17135777,within an hour,True,True,Trafalgar,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,$90.00,25,365,24.5,1125.0,0,20,50,22,10,0,4.73,4.95,4.77,4.91,4.91,4.77
1121561612096779697,Cozy apartment in Lavapiés,147011887,within an hour,False,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,$94.00,30,365,30.0,365.0,9,9,24,3,2,0,5.0,5.0,5.0,5.0,5.0,4.67
1121572142321948213,Spacious & Cozy 2-Bedroom Apartment in Madrid,28038703,within an hour,True,True,Cortes,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,$239.00,1,365,3.3,365.0,3,19,40,37,26,1,4.62,4.89,4.65,4.65,4.38,4.35
1121625962554644466,Full equipped flat with pool in Madrid,569212858,within an hour,True,False,Rejas,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,$72.00,2,365,2.6,365.0,7,37,67,64,34,2,4.78,4.84,4.83,4.75,4.64,4.73
1121651064960286669,1 bedroom apartment in La Castellana,397053855,within an hour,True,True,Nueva España,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$126.00,1,1125,28.0,1125.0,0,14,44,1,0,0,1.0,3.0,5.0,1.0,5.0,2.0
1121719454631993835,Cozy private flat City Center,569238989,within an hour,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$81.00,1,365,2.9,365.0,3,14,39,64,45,3,4.63,4.8,4.39,4.53,4.7,4.38
1121802086256883207,"Libertad 24, Dúplex 2 dormitorios con terraza",401028237,within an hour,True,True,Justicia,Entire condo,Entire home/apt,8,2.0,2.0,4.0,$403.00,1,365,2.3,27.0,2,10,22,26,8,0,4.88,4.81,4.96,4.96,5.0,4.88
1121884444226771111,Entre Palacio Real y Plaza Mayor,135109785,within a day,True,True,Palacio,Entire rental unit,Entire home/apt,4,1.0,1.0,0.0,$107.00,2,90,2.0,90.0,1,14,24,3,2,0,5.0,5.0,5.0,5.0,5.0,5.0
1122200770477158174,Apartamento IFEMA,3494012,within a few hours,True,True,Valdefuentes,Entire rental unit,Entire home/apt,5,2.0,2.0,5.0,$100.00,31,365,31.0,365.0,0,13,43,8,2,0,4.63,4.63,4.63,4.25,4.75,4.5
1122222884331394620,Nuevo y céntrico,8257474,within a few hours,True,True,Embajadores,Entire rental unit,Entire home/apt,2,1.0,1.0,0.0,$104.00,26,365,25.8,365.0,6,7,22,23,15,0,4.91,4.74,4.87,5.0,4.87,4.78
1122275986168582470,LUJO y Diseño con 3 balcones en  La Puerta del Sol,567841232,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,$273.00,1,1125,1.0,1125.0,16,42,70,28,12,1,4.82,4.96,4.96,5.0,4.93,4.82
1122284806043997936,Apartamento A,569365137,within an hour,False,False,Universidad,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$184.00,1,365,1.7,365.0,14,36,58,7,5,0,4.14,4.71,5.0,4.57,5.0,4.14
1122293099140276019,Apt. on San Lorenzo st. – Perfect for Couples!,107141654,within an hour,True,True,Justicia,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$109.00,3,1125,6.7,1125.0,13,39,69,64,42,2,4.38,4.28,4.67,4.77,4.8,4.05
1122301255282205732,Cúadruple Estandard. The Loft House Madrid,568187402,within an hour,True,True,Embajadores,Private room in hostel,Private room,4,1.0,1.0,4.0,$172.00,1,365,1.2,7.0,6,22,42,3,3,0,4.67,5.0,4.67,5.0,4.0,5.0
1122306441126075505,LUJO y Diseño con 10balcones en  La Puerta del Sol,567841232,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,10,2.0,4.0,4.0,$538.00,1,1125,1.0,1125.0,14,40,68,40,27,0,4.85,4.98,5.0,5.0,4.98,4.78
1122429998597398169,"Blueground | Malasaña, elevator, nr shopping",434208714,within a day,True,True,Universidad,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,$147.00,30,1125,38.3,1125.0,0,0,0,4,0,0,4.75,4.0,5.0,5.0,4.5,4.5
1122614817873323170,La habitación doble para 1 persona sola,27226295,within a day,True,True,Zofío,Private room in rental unit,Private room,1,1.0,1.0,0.0,$30.00,1,365,1.0,365.0,12,42,72,11,9,0,4.91,4.82,4.91,5.0,4.82,5.0
1123002088688482584,LUJO y Diseño con 7 balcones en  La Puerta del Sol,567841232,within an hour,True,True,Sol,Entire rental unit,Entire home/apt,5,1.0,2.0,2.0,$316.00,1,1125,1.0,1125.0,14,43,71,22,12,1,4.82,5.0,4.82,4.95,5.0,4.82
1123080554584728079,Encantadora habitación,133904884,a few days or more,True,True,Los Angeles,Private room in rental unit,Private room,2,1.0,0.0,1.0,$29.00,1,365,1.0,365.0,25,55,85,29,18,0,4.93,4.93,4.97,5.0,4.79,4.93
1123095163968452902,Dobo Luna 2Pax 1Bth with Kittchen Int,133056146,within an hour,True,True,Universidad,Private room in rental unit,Private room,2,1.0,1.0,1.0,$124.00,1,365,3.0,999.0,7,34,64,9,6,0,4.44,4.33,4.89,4.89,4.78,4.44
1123101037619963484,Dobo San Diego 2Br 4Pax 1Bth with Terrace,133056146,within an hour,True,True,San Diego,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,$140.00,1,365,3.0,999.0,20,50,80,59,49,5,4.95,4.92,4.86,4.97,3.95,4.8
